,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,class
6008,0.09326,-0.38545300000000005,0.352988,0.546705,0.261718,0.024215,0.597681,0.551824,0.438262,-0.18340599999999999,A
7652,-3.498799,0.329004,0.139604,0.982191,-4.9222150000000005,-0.474083,0.069175,0.695789,-2.8357930000000002,-0.351008,A
5957,0.056228999999999994,-0.087108,0.089814,1.312409,0.08296100000000001,2.972479,0.069175,-0.390192,-0.43482,2.802421,A
9316,0.21669899999999997,0.2976,0.249852,-0.041313,0.261718,-0.9308559999999999,0.295677,0.7338819999999999,0.344717,-0.872827,A
609,1.0190489999999999,0.030659,0.335206,-2.318136,-4.654081,-1.2630549999999998,0.748682,-3.292796,-2.523978,-1.358034,A
4245,-3.498799,19.470188,0.256965,0.105669,-4.9222150000000005,-1.3461049999999999,0.031425,0.8969520000000001,-2.929337,-1.1291309999999999,A
7404,0.09326,-0.087108,-2.268081,-0.164963,0.261718,0.480988,0.7864329999999999,0.197202,0.095265,0.10896700000000001,A
3506,0.068573,0.22693899999999997,0.015130000000000001,-0.6098180000000001,-1.0789549999999999,0.231839,-2.950858,-1.425286,-0.715453,-1.436971,A
7227,0.266074,0.258344,-3.210528,-0.405994,0.261718,-1.055431,-0.006326,1.057323,0.46944300000000005,-0.840772,A
840,-0.00549,-0.660245,0.345875,-0.27058899999999997,0.261718,-0.14188399999999998,-0.006326,-0.038754000000000004,-0.341275,-0.002205,A
8503,-0.06721,-0.149918,0.32098000000000004,0.11858900000000001,0.261718,0.14879,0.182426,-0.036366,0.500624,0.154354,A
52,0.21669899999999997,-0.29123899999999997,0.349432,0.5071100000000001,0.261718,-0.30798400000000004,0.333428,0.639251,0.18880999999999998,-0.340545,A
276,0.031541,0.2976,-3.210528,-0.5835899999999999,-0.721442,-0.22493400000000002,0.899684,0.8292510000000001,0.219991,-0.54676,A
7075,0.13029200000000002,0.007106,0.23918299999999998,0.7661939999999999,0.261718,-0.183409,-0.195078,0.510042,-0.278912,0.076587,A
4167,-0.00549,-0.660245,0.345875,-0.27058899999999997,0.261718,0.605563,0.069175,-0.545166,-0.746634,0.637392,A
9457,0.043885,0.187683,0.303198,-0.717056,-1.79398,1.477585,0.55993,1.176883,0.7500760000000001,1.105974,A
4795,0.401857,-0.220579,-3.210528,-1.1855129999999998,-1.168333,-2.425751,-2.573354,-0.5334,2.340331,-3.470298,A
2407,0.13029200000000002,-0.126364,0.37788299999999997,0.755362,0.261718,-0.183409,0.333428,0.40681,-0.341275,-0.227298,A
8755,0.09326,-0.38545300000000005,0.352988,0.546705,0.261718,0.397939,0.257927,0.6028479999999999,0.064084,0.332083,A
10171,0.21669899999999997,-0.29123899999999997,0.349432,0.5071100000000001,0.261718,1.228436,0.52218,-0.274496,-0.12300499999999999,0.92258,A
8955,1.0437370000000001,-0.401156,0.47390600000000005,0.506215,0.261718,0.190314,0.144676,0.193435,-0.8401790000000001,0.218861,A
6080,0.204355,-0.448263,0.349432,0.689659,0.261718,2.141982,0.710932,-1.291883,-0.65309,1.593556,A
2203,0.09326,-0.055704,0.068476,0.305076,0.261718,-0.474083,-2.573354,0.729941,0.001721,-2.123282,A
1236,0.229043,0.109171,-0.06666799999999999,0.073324,0.261718,2.308081,-2.762106,-1.7423389999999999,-0.8401790000000001,-0.047798,A
4201,0.303106,-0.03215,0.367214,-0.350585,0.17234000000000002,-1.013906,-0.34608,-0.658688,-0.933723,-0.627288,A
6872,-0.06721,-0.275537,0.253409,0.371526,-1.0789549999999999,0.439463,-0.232828,-0.33579000000000003,0.344717,0.693628,A
6895,-0.153617,-0.22843000000000002,0.48813100000000004,0.580183,0.261718,0.190314,-0.081827,0.46169799999999994,-0.310094,0.359388,A
10066,-0.10424100000000001,-0.055704,0.299642,0.39124899999999996,0.17234000000000002,1.0208110000000001,0.484429,0.098125,0.9995280000000001,0.754676,A
5029,-0.26471100000000003,-0.275537,0.107596,0.827362,0.261718,0.06573999999999999,0.597681,0.19638599999999998,-0.091823,-0.148796,A
720,-0.030177999999999996,0.014957,0.26407800000000003,0.374062,0.261718,-0.058835000000000005,-0.081827,0.58714,0.375899,0.11702,A
415,0.056228999999999994,-0.29123899999999997,0.23918299999999998,0.767954,0.17234000000000002,0.771662,0.710932,0.611196,0.375899,0.405174,A
7315,-0.017834,-0.047852,0.09337100000000001,-0.139302,0.261718,0.14879,0.257927,-0.031668,-0.43482,0.114693,A
2705,-0.16596,-0.26768600000000004,0.256965,0.051662,0.261718,1.26996,0.52218,-0.8279120000000001,-0.403638,0.9551649999999999,A
6316,0.09326,0.2976,-0.013322,0.1091,0.261718,0.480988,0.144676,-0.170507,0.064084,0.48873999999999995,A
9706,0.229043,0.242641,0.089814,0.12022999999999999,0.261718,0.14879,0.446679,0.214035,-0.091823,0.007462999999999999,A
5754,0.352481,0.21123699999999998,0.306755,-0.946242,0.17234000000000002,0.522513,-0.232828,-1.080333,0.001721,0.7489859999999999,A
9318,-0.030177999999999996,0.09346900000000001,0.235627,1.206186,0.261718,1.103861,0.371178,0.531943,0.656532,0.894443,A
3511,0.167323,0.313302,0.16805499999999998,-0.383198,0.261718,-0.723232,0.597681,-1.626934,-1.775623,-0.8281139999999999,A
318,0.15498,-0.275537,0.41700299999999996,0.813815,0.261718,0.356414,0.446679,0.49499499999999996,0.219991,0.176403,A
9819,0.056228999999999994,-0.730905,0.44189799999999996,0.183695,0.261718,0.854712,0.484429,-0.563145,-0.185368,0.613571,A
8861,-0.06721,-0.43256000000000006,-3.210528,-0.875108,0.17234000000000002,-0.474083,-0.157328,0.179728,0.687713,-0.228095,A
7,0.031541,-0.11851300000000001,0.37432600000000005,-0.066706,0.261718,0.605563,0.55993,-0.258129,0.095265,0.34476599999999996,A
9558,0.068573,-0.087108,0.47034899999999996,-0.099617,0.17234000000000002,-0.183409,0.748682,0.534175,0.781258,-0.44013199999999997,A
4080,0.14263599999999999,0.48602799999999996,0.025799000000000002,0.5454220000000001,0.17234000000000002,1.685209,0.333428,-0.914214,-0.621908,1.436731,A
8902,9.52396,-0.181323,0.068476,-2.8098080000000003,-2.777139,-2.342701,0.52218,0.860432,-3.5529669999999998,-2.209404,A
6950,0.364825,0.289748,0.235627,-0.32379,0.17234000000000002,-0.889332,-0.534832,-1.072877,-0.8401790000000001,-0.404425,A
9015,0.13029200000000002,-0.126364,0.37788299999999997,0.755362,0.261718,0.024215,0.295677,1.122074,0.656532,-0.022602,A
9263,-0.042522000000000004,0.540986,0.253409,-0.8363780000000001,0.261718,0.480988,0.295677,0.288396,-0.43482,0.39076700000000003,A
2189,0.10560399999999999,0.20338499999999998,-0.023991,0.9956780000000001,0.261718,0.10726500000000001,0.408929,-0.340567,-0.933723,-0.014405000000000001,A
7846,0.080916,-0.071406,0.160942,1.2255209999999999,0.17234000000000002,-0.30798400000000004,0.295677,1.114172,1.436069,-0.319689,A
2298,0.117948,-0.220579,-3.210528,-1.623238,0.261718,-0.10036,0.446679,-0.45700100000000005,-0.185368,-0.20919200000000002,A
7787,0.438888,-0.047852,0.388552,0.873551,-1.0789549999999999,-0.598658,-0.044076,0.037898,-0.8401790000000001,-0.404533,A
7978,0.13029200000000002,-0.126364,0.27119099999999996,0.816262,0.261718,0.771662,0.031425,0.663754,0.18880999999999998,0.824499,A
3433,-3.498799,0.745117,0.150273,0.685183,-4.9222150000000005,0.06573999999999999,0.7864329999999999,0.711788,-2.2121630000000003,-0.247732,A
10260,0.31545,-0.236281,0.37077,0.812174,0.261718,0.397939,0.182426,-0.6547270000000001,-1.058449,0.38009899999999996,A
6790,0.019197,-0.087108,0.384996,0.7949579999999999,0.261718,0.314889,0.031425,-0.410365,-0.715453,0.400593,A
1551,0.327793,-0.142067,0.48101800000000006,-2.171392,0.261718,-0.266459,0.220177,-0.270516,-0.466001,-0.244079,A
717,0.056228999999999994,-0.29123899999999997,0.23918299999999998,0.767954,0.17234000000000002,0.397939,0.7864329999999999,0.57021,0.001721,0.048366,A
941,0.019197,-0.424709,0.33165,0.137655,-0.006417,-0.30798400000000004,0.220177,0.091019,0.157628,-0.284042,A
7064,0.229043,0.109171,-0.06666799999999999,0.073324,0.261718,1.560634,0.446679,-0.8654229999999999,-0.12300499999999999,1.2606540000000002,A
3768,0.31545,-0.236281,0.37077,0.812174,0.261718,0.480988,0.144676,0.584267,0.251173,0.479867,A
4731,0.364825,0.19553399999999999,0.17516800000000002,-0.027618,0.261718,-0.8062819999999999,0.257927,0.718933,0.531806,-0.749973,A
4835,-0.030177999999999996,0.014957,0.26407800000000003,0.374062,0.261718,-0.14188399999999998,-0.157328,-0.130803,0.31353600000000004,0.081011,A
8390,0.229043,0.109171,-0.06666799999999999,0.073324,0.261718,1.0623360000000002,0.446679,-1.054355,-0.12300499999999999,0.814915,A
7955,-3.498799,0.611647,0.064919,0.45510200000000006,-4.9222150000000005,-0.723232,0.748682,1.0913,-1.682078,-0.9036879999999999,A
3986,-0.314087,-2.426761,-0.006209,-0.194681,0.261718,1.602159,0.333428,-1.637729,-1.027268,1.5431540000000001,A
6705,-2.4495720000000003,4.835583,0.352988,0.048976,-2.419627,-0.681707,0.257927,2.093019,-2.492797,-0.6305069999999999,A
7316,-2.276758,0.45462299999999994,0.050694,-2.161546,-4.8328370000000005,-3.256248,-5.970891,1.128422,-1.619716,-4.737184,A
6457,0.14263599999999999,0.470326,-2.958023,-0.379737,0.261718,-0.266459,0.6354310000000001,-0.024115,0.032902,-0.459999,A
8177,0.09326,-0.10281099999999999,0.015130000000000001,-1.203774,0.08296100000000001,-0.10036,-2.686605,-1.6150129999999998,-0.403638,-1.8850360000000002,A
8564,0.117948,0.171981,0.21784499999999998,1.738109,0.261718,0.231839,-0.006326,1.052567,-0.091823,0.33494,A
188,0.043885,-0.157769,0.32809299999999997,0.552225,0.261718,0.231839,-0.45933100000000004,0.633311,0.251173,0.623854,A
4110,0.09326,0.42321800000000004,0.022241999999999998,-0.203782,0.08296100000000001,-0.391033,0.484429,0.528215,-0.902542,-0.48702700000000004,A
8209,0.13029200000000002,-0.126364,0.37788299999999997,0.755362,0.261718,-0.889332,0.484429,-0.595238,-0.5283640000000001,-0.9562719999999999,A
241,-0.116585,0.20338499999999998,5.49199,1.8528060000000002,-1.436467,2.017408,0.106925,0.043005,-0.154186,1.9005169999999998,A
3076,0.512951,-0.008597,-0.045329,-1.738144,-1.5258450000000001,-0.432558,0.295677,1.4465059999999998,0.500624,-0.42881199999999997,A
5281,0.37716900000000003,0.179832,0.064919,-1.533962,0.261718,-0.723232,-0.195078,-0.020018,-0.497183,-0.43463500000000005,A
1663,0.24138600000000002,0.109171,-0.127126,0.380626,0.17234000000000002,0.231839,0.295677,-0.113096,-0.5283640000000001,0.165156,A
6882,0.24138600000000002,-0.126364,0.41700299999999996,0.096091,0.17234000000000002,-0.432558,0.333428,0.272708,0.282354,-0.451717,A
9538,-0.10424100000000001,-0.07925700000000001,0.011573,0.22090300000000002,0.261718,-0.14188399999999998,0.899684,0.30418,0.18880999999999998,-0.479022,A
1083,-0.47455699999999995,0.446772,-3.210528,-0.7161609999999999,0.351096,3.678401,0.257927,-2.566659,-3.272334,3.2071110000000003,A
4860,0.17966700000000002,-0.212727,0.132491,-1.3065069999999999,0.261718,-0.349509,0.182426,0.9058440000000001,0.531806,-0.29684499999999997,A
508,0.192011,-0.259834,0.402778,-0.06592999999999999,0.261718,0.605563,0.031425,-0.399492,-0.216549,0.657632,A
5589,0.24138600000000002,0.109171,-0.127126,0.380626,0.17234000000000002,-0.30798400000000004,0.106925,0.799739,0.781258,-0.213592,A
3093,0.278418,0.06991499999999999,0.214288,-2.2839419999999997,0.08296100000000001,-2.176602,0.031425,-3.284641,-1.2455379999999998,-1.882854,A
4667,0.15498,0.336855,0.068476,0.021525,0.261718,0.564038,0.182426,-0.481775,0.001721,0.5342720000000001,A
1023,0.229043,0.572391,0.050694,-0.980138,-0.27455100000000005,0.231839,0.597681,-0.220327,-0.590727,-0.007546,A
5190,0.229043,-0.354049,0.182281,0.210878,0.261718,0.06573999999999999,0.710932,-0.5959369999999999,-0.746634,-0.19504000000000002,A
6422,-3.498799,-0.44041199999999997,-3.210528,-0.36475799999999997,-4.9222150000000005,1.9343580000000002,0.106925,-1.052646,-1.5885340000000001,1.82047,A
5087,-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.190314,-0.49708100000000005,0.08115599999999999,-0.403638,0.597381,A
5192,0.13029200000000002,-0.024299,0.24629600000000001,0.12100599999999999,0.08296100000000001,-0.01731,0.182426,0.175456,-0.466001,0.011863,A
9084,0.21669899999999997,-0.424709,0.306755,-0.043282999999999995,0.261718,-0.30798400000000004,0.257927,-1.071576,-0.777816,-0.28888800000000003,A
8639,0.278418,0.06991499999999999,0.214288,-2.2839419999999997,0.08296100000000001,-1.1384809999999999,0.597681,-2.0369490000000003,-0.247731,-1.192324,A
542,0.056228999999999994,0.007106,0.40633400000000003,0.455401,0.261718,-0.598658,0.295677,0.8561209999999999,0.344717,-0.56958,A
3925,0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.474083,0.069175,-1.6284290000000001,-0.87136,-0.341256,A
2571,-0.153617,-0.26768600000000004,-3.210528,-0.35177800000000004,-0.006417,0.730137,0.257927,0.047858,0.157628,0.6340640000000001,A
4958,0.14263599999999999,-0.330495,0.299642,0.418282,0.17234000000000002,-0.681707,-0.081827,0.018852,-0.154186,-0.444568,A
5096,-0.091897,-0.220579,0.27474699999999996,0.567174,-0.185173,0.10726500000000001,0.333428,0.48210299999999995,-0.091823,0.034973000000000004,A
10191,0.17966700000000002,-0.212727,0.132491,-1.3065069999999999,0.261718,1.0623360000000002,1.088436,0.425508,0.40708,0.440133,A
9520,-0.030177999999999996,0.014957,0.26407800000000003,0.374062,0.261718,-0.474083,-0.006326,1.424352,0.531806,-0.302149,A
6652,0.24138600000000002,-0.322644,0.310311,0.49055,0.261718,0.231839,0.106925,0.127539,-0.12300499999999999,0.268842,A
2331,-3.498799,-0.44041199999999997,-3.210528,-0.36475799999999997,-4.9222150000000005,0.439463,0.446679,-0.274535,-0.933723,0.261115,A
4541,0.056228999999999994,-0.087108,0.089814,1.312409,0.08296100000000001,-0.22493400000000002,0.069175,0.039529,-0.559546,-0.135101,A
9370,0.13029200000000002,-0.314793,0.41700299999999996,1.051058,0.08296100000000001,-0.14188399999999998,0.257927,0.617681,-0.185368,-0.15175,A
1506,0.21669899999999997,0.2976,0.249852,-0.041313,0.261718,-1.055431,0.031425,-0.035434,-0.43482,-0.8624959999999999,A
9409,0.13029200000000002,-0.126364,0.27119099999999996,0.816262,0.261718,-0.058835000000000005,0.597681,0.9139799999999999,0.001721,-0.256027,A
6665,0.13029200000000002,-0.024299,0.24629600000000001,0.12100599999999999,0.08296100000000001,0.605563,0.106925,-0.202096,-0.029461,0.614896,A
6943,0.24138600000000002,-0.157769,0.338762,-1.2039229999999999,0.261718,-0.183409,0.106925,1.378842,0.219991,-0.104831,A
362,0.14263599999999999,-0.330495,0.299642,0.418282,0.17234000000000002,0.688613,0.220177,-0.088788,-0.12300499999999999,0.61597,A
6696,0.056228999999999994,0.124874,0.136047,0.14974,0.17234000000000002,-0.30798400000000004,-0.308329,-0.230054,-0.403638,-0.008414,A
7111,0.37716900000000003,-0.07925700000000001,0.153829,-1.1029520000000002,0.261718,-0.266459,0.031425,1.1793879999999999,-0.060641999999999995,-0.139983,A
2454,-0.042522000000000004,-0.29909,0.182281,1.151314,0.261718,0.10726500000000001,0.333428,0.831134,0.18880999999999998,0.034513999999999996,A
8287,0.45123199999999997,-0.26768600000000004,0.335206,-0.8313360000000001,0.261718,0.605563,0.182426,0.685383,0.126447,0.557141,A
9786,-0.153617,-0.22843000000000002,0.48813100000000004,0.580183,0.261718,0.231839,0.031425,1.12751,0.251173,0.341269,A
3362,-3.498799,-0.573882,0.356544,0.750648,-4.9222150000000005,0.14879,0.484429,0.6976140000000001,0.001721,-0.013441,A
1329,0.068573,-0.197025,0.032912000000000004,0.615571,0.08296100000000001,0.356414,0.106925,0.300802,0.219991,0.390961,A
337,-3.498799,-0.16562000000000002,0.811764,-1.809159,-4.9222150000000005,-1.055431,0.9751850000000001,-1.6995669999999998,-2.742249,-1.287885,A
1229,0.29076199999999996,0.109171,-0.112901,0.221262,0.261718,0.439463,0.182426,0.0015140000000000002,0.251173,0.426487,A
3888,0.46357600000000004,0.109171,0.22495700000000002,-1.411178,0.261718,-0.432558,0.106925,-0.231685,-0.65309,-0.307164,A
6269,0.229043,-0.369751,0.484575,0.25017399999999995,0.261718,0.10726500000000001,0.408929,0.64263,0.46944300000000005,-0.005122,A
5049,-0.178304,-0.189174,0.26407800000000003,-0.6404920000000001,0.17234000000000002,1.0208110000000001,0.182426,-1.6674349999999998,-1.9938930000000001,0.9424950000000001,A
9207,-0.06721,-0.43256000000000006,-3.210528,-0.875108,0.17234000000000002,0.024215,0.52218,0.028151999999999996,0.438262,-0.136945,A
4585,0.14263599999999999,-0.330495,0.299642,0.418282,0.17234000000000002,0.730137,0.824183,-0.432129,-0.341275,0.325465,A
2872,0.15498,-0.471816,0.50947,1.205082,0.261718,0.273364,0.144676,1.305394,0.40708,0.298064,A
4773,0.006853,0.164129,0.125378,0.5845100000000001,0.261718,0.024215,0.031425,1.348244,0.562987,0.133355,A
2965,-0.47455699999999995,0.446772,-3.210528,-0.7161609999999999,0.351096,-1.429155,-5.85764,-2.09636,-3.5841480000000003,-1.289018,A
4034,-0.314087,-0.236281,0.029355000000000003,0.46086099999999997,0.261718,0.397939,0.371178,-0.20081400000000002,0.095265,0.272977,A
5284,0.13029200000000002,-0.46396499999999996,0.338762,0.26578,0.261718,-0.557133,0.069175,0.586577,0.251173,-0.42582299999999995,A
1043,0.080916,-0.24413200000000002,0.45968000000000003,0.426726,0.261718,-0.10036,0.182426,0.608692,0.157628,-0.062011000000000004,A
9907,0.10560399999999999,0.10132000000000001,0.24629600000000001,0.08707999999999999,0.261718,0.8962370000000001,0.333428,0.970925,0.62535,0.740789,A
3256,0.13029200000000002,0.077766,-0.045329,0.285383,-0.095795,1.35301,-0.006326,-0.399609,0.18880999999999998,1.3682940000000001,A
3366,-0.178304,-0.189174,0.26407800000000003,-0.6404920000000001,0.17234000000000002,1.9343580000000002,0.6354310000000001,-0.45905799999999997,-0.060641999999999995,1.459973,A
5843,1.130144,-0.087108,-0.002652,-0.47963500000000003,0.08296100000000001,-0.266459,0.144676,-0.24568299999999998,-0.8089970000000001,-0.202719,A
3674,0.303106,-0.134216,-0.002652,-0.624558,0.261718,-0.01731,0.106925,-1.599772,-0.87136,0.060312,A
5832,-0.042522000000000004,-2.395356,-3.210528,-1.128463,-0.721442,0.605563,-11.935457000000001,-1.692092,-2.430434,-6.719324,A
823,0.31545,-0.047852,0.14315999999999998,-0.574788,0.261718,0.439463,0.408929,-1.175759,0.032902,0.287093,A
6546,0.019197,-0.28338800000000003,0.214288,0.857677,0.261718,0.024215,0.408929,-0.060577,0.40708,-0.074174,A
9111,0.068573,0.148427,0.111153,0.179577,0.261718,0.771662,0.748682,-0.74829,-0.403638,0.38463200000000003,A
10218,0.031541,0.2976,-3.210528,-0.5835899999999999,-0.721442,-0.349509,0.182426,0.6509199999999999,0.40708,-0.285646,A
4439,0.17966700000000002,-0.29123899999999997,0.228514,1.550427,0.17234000000000002,-0.058835000000000005,0.484429,1.550106,0.718895,-0.197221,A
4083,0.080916,0.650903,-0.023991,0.472826,0.261718,2.183507,0.182426,-1.371,-1.183175,1.980261,A
6902,0.303106,-0.134216,-0.002652,-0.624558,0.261718,0.06573999999999999,0.371178,-0.280903,-0.060641999999999995,-0.025086,A
7024,0.21669899999999997,0.321153,0.128935,0.491087,0.261718,0.06573999999999999,1.0129350000000001,0.262263,-0.185368,-0.360592,A
9775,-0.030177999999999996,0.30545100000000003,-3.203415,-0.130828,0.17234000000000002,2.058932,0.333428,-0.89175,-0.37245700000000004,1.797252,A
4395,-0.116585,0.20338499999999998,5.49199,1.8528060000000002,-1.436467,0.647088,-0.308329,2.041354,0.594169,0.9037379999999999,A
9928,0.13029200000000002,0.077766,0.299642,-0.693335,0.261718,-0.14188399999999998,0.333428,0.087504,0.251173,-0.18208,A
9876,0.21669899999999997,0.124874,-3.210528,-0.8869239999999999,0.261718,0.190314,0.295677,-0.454049,-0.341275,0.130943,A
1712,0.303106,0.022808000000000002,0.14671700000000001,-1.8158419999999997,0.261718,-1.2630549999999998,0.106925,-2.524994,-1.3390819999999999,-1.0834780000000002,A
7797,2.105308,-0.07925700000000001,0.23918299999999998,-1.152363,-0.989576,-1.2630549999999998,0.295677,-0.9747319999999999,-0.278912,-1.177219,A
1997,0.13029200000000002,0.336855,0.100483,0.382834,0.17234000000000002,1.186911,0.295677,-0.394949,-0.310094,1.042698,A
9745,-0.042522000000000004,0.540986,0.253409,-0.8363780000000001,0.261718,0.14879,-0.006326,-0.076808,-0.310094,0.260319,A
3847,-0.042522000000000004,-0.11066199999999998,0.40989,1.097277,0.261718,-0.14188399999999998,1.805694,-1.172458,-0.12300499999999999,-0.890476,A
9878,0.438888,0.289748,0.14315999999999998,-0.282494,0.261718,-0.515608,0.106925,0.047412,0.344717,-0.404775,A
6046,0.13029200000000002,0.077766,-0.045329,0.285383,-0.095795,-0.01731,0.144676,0.424167,0.157628,0.028957,A
8680,0.006853,-0.668096,0.477462,1.62168,0.17234000000000002,0.9377620000000001,-0.534832,0.799545,0.157628,1.333009,A
3857,0.068573,-0.6523939999999999,0.395665,1.220985,0.261718,0.688613,0.371178,0.117967,-0.247731,0.529474,A
5678,-3.498799,19.470188,0.256965,0.105669,-4.9222150000000005,-1.013906,0.220177,0.876974,-2.8669740000000004,-0.9109809999999999,A
8253,0.266074,0.164129,0.11826500000000001,0.320234,0.261718,-0.10036,0.371178,0.670355,0.001721,-0.171025,A
126,0.364825,-0.149918,0.107596,-1.108143,0.17234000000000002,0.301048,0.84935,0.444496,0.500624,-0.063819,A
6001,0.29076199999999996,0.109171,-0.112901,0.221262,0.261718,0.480988,-0.044076,-0.12493900000000001,0.219991,0.590292,A
3313,-2.807544,0.462474,-3.210528,-2.333503,-3.849677,-3.629971,-2.988609,0.11196800000000001,-2.087438,-4.047823,A
6550,0.266074,0.21123699999999998,0.11470899999999999,0.937882,0.261718,1.477585,0.55993,0.853967,0.064084,1.115992,A
1212,0.17966700000000002,0.258344,0.189393,-0.133304,0.17234000000000002,-0.764757,0.333428,0.6314069999999999,0.531806,-0.750624,A
7643,-0.030177999999999996,0.438921,-0.045329,0.766462,0.17234000000000002,-0.14188399999999998,-0.006326,0.527516,0.001721,-0.005074,A
957,-0.030177999999999996,0.014957,0.26407800000000003,0.374062,0.261718,-0.22493400000000002,-0.081827,0.328023,0.62535,-0.035477,A
3436,-3.054421,-0.354049,0.26407800000000003,-1.9573049999999999,-1.0789549999999999,-2.924049,-2.875357,-0.652126,-2.1809819999999998,-3.7308209999999997,A
9202,0.068573,-0.197025,0.032912000000000004,0.615571,0.08296100000000001,0.314889,0.484429,0.772519,0.064084,0.134319,A
5850,0.648733,0.242641,-0.045329,-0.44415699999999997,0.261718,1.0623360000000002,1.126187,-1.029037,-0.466001,0.43256300000000003,A
8279,0.10560399999999999,-0.09496,0.32453699999999996,0.557118,0.17234000000000002,-0.14188399999999998,-0.195078,-0.30796799999999996,-0.310094,0.10768900000000001,A
3421,0.019197,-0.087108,0.292529,0.24077600000000002,0.17234000000000002,1.145386,0.106925,-0.741941,-0.154186,1.10794,A
3954,0.327793,-0.142067,0.48101800000000006,-2.171392,0.261718,1.0208110000000001,0.55993,-0.36306900000000003,0.31353600000000004,0.713592,A
4847,0.327793,-0.142067,0.48101800000000006,-2.171392,0.261718,0.397939,0.484429,0.539922,0.687713,0.20734899999999998,A
5764,-3.498799,3.8463339999999997,0.185837,-1.0706959999999999,-4.9222150000000005,-0.515608,1.163937,1.121472,0.344717,-0.916587,A
9343,-0.16596,-0.26768600000000004,0.256965,0.051662,0.261718,1.602159,0.295677,-0.35639,-0.060641999999999995,1.404749,A
4087,0.080916,-0.071406,0.160942,1.2255209999999999,0.17234000000000002,-0.432558,0.257927,1.6167200000000002,1.093072,-0.408029,A
303,-0.017834,-0.44041199999999997,0.26763400000000004,1.39515,0.261718,0.564038,-0.081827,1.029754,0.18880999999999998,0.705443,A
2880,-0.079554,-0.338346,0.40989,0.129748,0.17234000000000002,-0.6401819999999999,-2.9131080000000003,0.11175399999999999,0.095265,-2.134939,A
10070,0.09326,-0.055704,0.068476,0.305076,0.261718,0.273364,0.861934,0.568366,0.18880999999999998,-0.075923,A
8419,-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.024215,0.371178,0.920426,-0.029461,-0.06553099999999999,A
5908,0.10560399999999999,-0.149918,0.438342,0.934659,0.261718,0.564038,0.144676,-0.420228,-0.8089970000000001,0.570558,A
7714,-0.314087,-0.236281,0.029355000000000003,0.46086099999999997,0.261718,0.9377620000000001,0.861934,-0.192544,0.438262,0.469837,A
6431,-0.00549,0.611647,0.022241999999999998,1.0121790000000002,0.261718,1.9343580000000002,0.6354310000000001,0.062847,-0.154186,1.502504,A
9015,-0.00549,-0.220579,-3.210528,1.071885,0.261718,1.0208110000000001,0.446679,1.038082,0.46944300000000005,0.7813060000000001,A
7088,-3.498799,-0.22843000000000002,-3.210528,-0.316957,-4.9222150000000005,0.9377620000000001,0.446679,-1.203737,-1.089631,0.726274,A
4993,0.192011,-0.259834,0.402778,-0.06592999999999999,0.261718,-0.10036,0.295677,-0.616013,-0.466001,-0.12088800000000001,A
971,0.117948,-0.29123899999999997,0.306755,0.25599299999999997,0.17234000000000002,-0.14188399999999998,-0.044076,0.5315350000000001,0.18880999999999998,0.025738,A
5478,0.266074,0.164129,0.11826500000000001,0.320234,0.261718,-0.183409,0.182426,0.5352819999999999,-0.091823,-0.149338,A
2300,0.080916,-0.071406,0.160942,1.2255209999999999,0.17234000000000002,-0.30798400000000004,-0.157328,0.009474,-0.65309,-0.061095000000000003,A
220,0.068573,0.22693899999999997,0.015130000000000001,-0.6098180000000001,-1.0789549999999999,1.0208110000000001,0.333428,-0.809875,-0.216549,0.8465600000000001,A
9636,-3.498799,-0.401156,0.352988,0.786513,-4.9222150000000005,-0.10036,-0.308329,0.712797,-0.590727,0.207506,A
2540,0.229043,-0.000745,0.17161099999999999,-0.002793,0.261718,2.183507,0.446679,-1.402084,-0.497183,1.808741,A
4091,-0.202992,-0.338346,0.43478500000000003,-0.184417,0.08296100000000001,-1.719828,-3.10186,-3.7772879999999995,-3.708874,-2.6920189999999997,A
9792,-3.498799,2.880639,0.44189799999999996,-0.295325,-4.9222150000000005,-1.512204,0.182426,-0.004001,-3.3970589999999996,-1.345135,A
774,0.21669899999999997,0.321153,0.128935,0.491087,0.261718,0.647088,0.408929,0.350137,-0.12300499999999999,0.480627,A
6042,-0.030177999999999996,0.438921,-0.045329,0.766462,0.17234000000000002,-0.30798400000000004,0.220177,0.156119,-0.185368,-0.27770100000000003,A
4692,0.204355,0.038511000000000004,0.036468,0.655644,0.17234000000000002,-0.01731,0.484429,0.753919,0.126447,-0.14574600000000001,A
4486,0.14263599999999999,0.164129,0.20006300000000002,-0.249732,0.261718,-0.9723809999999999,0.069175,0.136897,-0.185368,-0.793721,A
4189,0.266074,0.580242,0.11470899999999999,-0.165469,0.261718,-0.266459,0.748682,-0.032114,0.18880999999999998,-0.511077,A
10007,0.006853,-0.668096,0.477462,1.62168,0.17234000000000002,3.346203,1.163937,-0.505772,-0.559546,2.338214,A
5790,0.204355,-0.448263,0.349432,0.689659,0.261718,2.6402799999999997,0.484429,-1.377349,-1.058449,2.188682,A
