Unnamed: 0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,class
6393,0.031541,0.36826,-0.027547,0.237135,0.17234,-0.349509,0.333428,0.022793,0.219991,-0.369875,A
2874,0.068573,-0.267686,0.33165,-0.197963,-2.062114,-0.764757,0.106925,-1.158421,-1.183175,-0.635027,A
1042,0.130292,-0.456114,0.292529,0.202672,0.261718,0.937762,0.257927,-0.435566,-0.123005,0.829213,A
8418,0.043885,0.407516,-0.120014,0.281743,0.261718,-0.307984,0.446679,0.449058,-0.091823,-0.396276,A
8662,0.031541,0.007106,-0.315616,2.791392,-0.542686,-3.173198,-5.706639,1.227325,-1.588534,-4.779413,A
9093,1.37702,-0.063555,0.349432,0.40572,0.17234,2.349606,-1.818346,-1.464369,-1.245538,3.896388,A
9911,0.142636,0.486028,0.025799,0.545422,0.17234,-0.598658,-0.157328,0.310044,-0.154186,-0.345427,A
9053,-0.474557,0.446772,-3.210528,-0.716161,0.351096,3.470777,0.106925,-1.255556,-0.902542,3.234127,A
4760,-0.042522,-0.236281,-3.210528,-0.272051,0.261718,0.356414,0.295677,-0.137792,0.313536,0.275629,A
7000,0.019197,-0.016448,-3.210528,-0.310423,0.261718,-0.307984,-0.044076,0.188368,-0.559546,-0.128809,A
4104,0.142636,0.470326,-2.958023,-0.379737,0.261718,1.477585,0.257927,-0.398657,-0.278912,1.304583,A
2994,0.056229,0.124874,0.136047,0.14974,0.17234,0.730137,-0.081827,-0.385086,0.032902,0.850189,A
4135,-0.00549,-0.322644,0.100483,-0.519439,0.261718,-1.096956,-0.119577,-0.441604,0.313536,-0.827235,A
8154,-3.498799,3.846334,0.185837,-1.070696,-4.922215,-0.058835,0.52218,0.287522,0.313536,-0.211615,A
5694,0.229043,0.242641,0.089814,0.12023,0.261718,0.14879,0.597681,0.164603,0.032902,-0.069642,A
7138,0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.10036,0.257927,0.081583,-0.466001,-0.11269,A
10364,0.241386,-0.322644,0.310311,0.49055,0.261718,0.273364,0.446679,-0.271098,-0.746634,0.100107,A
6351,0.142636,-0.330495,0.299642,0.418282,0.17234,1.145386,0.333428,-0.632399,-0.216549,0.957696,A
4831,0.068573,0.289748,0.107596,1.267115,0.261718,0.771662,0.673182,0.323188,-0.466001,0.427403,A
8162,0.019197,-0.283388,0.214288,0.857677,0.261718,0.190314,0.295677,1.212666,0.62535,0.127062,A
4662,-0.00549,-0.283388,0.214288,-2.421913,0.17234,-1.470679,-2.573354,-2.401725,-1.370264,-2.782335,A
9792,0.080916,0.077766,0.050694,0.857319,-1.257711,0.06574,0.371178,1.125161,0.656532,-0.023326,A
885,0.09326,-0.267686,0.168055,-0.383884,0.261718,-0.307984,2.258699,-1.488677,-1.183175,-1.204741,A
8447,0.167323,0.117022,0.047137,-0.174809,0.261718,-0.224934,0.106925,-0.091001,0.126447,-0.143274,A
6795,-0.128929,0.211237,0.075589,0.526356,0.261718,0.937762,0.597681,0.016619,0.001721,0.615427,A
5180,0.204355,-0.354049,0.32098,0.410166,-0.989576,1.020811,0.257927,0.102319,-0.341275,0.9244,A
8280,0.006853,-0.181323,0.388552,0.301377,-0.095795,-0.474083,-0.044076,0.497966,0.219991,-0.278979,A
8298,0.080916,-0.118513,0.445454,-0.188027,0.261718,0.564038,0.069175,-0.538177,-0.777816,0.591269,A
3791,0.327793,-0.142067,0.481018,-2.171392,0.261718,-0.224934,0.333428,-1.145878,-1.682078,-0.265574,A
10085,-2.449572,4.835583,0.352988,0.048976,-2.419627,-2.716425,-0.006326,1.615924,-1.900349,-2.366988,A
5599,-0.00549,-0.283388,0.214288,-2.421913,0.17234,-1.761353,0.55993,-3.013039,-1.993893,-1.729669,A
5238,0.019197,-0.283388,0.214288,0.857677,0.261718,0.771662,0.031425,-0.18435,0.001721,0.811962,A
6706,0.130292,-0.463965,0.338762,0.26578,0.261718,0.813187,0.597681,-0.08904,-0.310094,0.516973,A
3828,0.352481,0.211237,0.306755,-0.946242,0.17234,4.218225,-0.195078,-0.881888,-1.962712,4.048692,A
118,0.105604,0.203385,-0.023991,0.995678,0.261718,0.937762,-0.006326,-0.022231,-0.372457,0.986809,A
3045,-0.030178,0.014957,0.264078,0.374062,0.261718,0.439463,0.031425,0.942365,0.251173,0.508631,A
4379,0.562327,-0.000745,-3.210528,-2.832246,0.261718,-2.924049,-7.178905,-3.376651,-3.802418,-3.876086,A
6876,0.352481,0.211237,0.306755,-0.946242,0.17234,0.522513,1.10102,-0.616051,0.084872,-0.003507,A
5533,0.364825,0.195534,0.175168,-0.027618,0.261718,-0.266459,0.144676,0.810845,0.438262,-0.197848,A
7978,-0.128929,0.022808,0.19295,0.837775,0.261718,0.730137,0.182426,1.069458,0.594169,0.682273,A
4915,-0.042522,-0.29909,0.182281,1.151314,0.261718,0.273364,1.352689,-2.174313,-2.212163,-0.392695,A
1494,-0.215336,0.776522,0.502357,-1.289141,-0.721442,1.062336,-0.232828,0.209162,0.095265,1.25119,A
5837,0.031541,-0.346197,-0.009765,1.029902,0.082961,0.813187,0.295677,-0.154761,-0.247731,0.701525,A
2208,-3.486455,0.242641,3.28702,-1.488788,-3.045274,-1.844403,-3.06411,1.102911,-2.929337,-2.752439,A
260,0.204355,-0.448263,0.349432,0.689659,0.261718,-0.640182,0.257927,-0.715633,-0.466001,-0.600405,A
585,0.130292,0.077766,0.299642,-0.693335,0.261718,-0.01731,0.069175,0.45034,-0.372457,0.073043,A
223,-3.498799,-0.550328,0.050694,-0.629422,-4.922215,0.14879,-2.799857,0.386813,0.344717,-1.299518,A
8558,0.15498,0.140576,0.228514,0.766134,-1.257711,-0.01731,0.673182,1.137917,-0.029461,-0.257256,A
6417,0.105604,-0.149918,0.438342,0.934659,0.261718,2.432656,0.597681,-1.086196,-1.214356,1.933933,A
1832,0.15498,-0.189174,0.246296,-1.223587,0.082961,0.273364,0.484429,-2.143365,-2.617523,0.081891,A
10043,-0.22768,0.289748,-0.006209,0.395814,0.261718,0.107265,0.55993,1.302618,0.687713,-0.098248,A
9101,0.130292,-0.071406,0.214288,0.915742,0.261718,-0.183409,0.52218,0.250438,-0.715453,-0.328514,A
6893,0.130292,0.870736,-3.210528,0.062493,0.261718,0.813187,0.295677,0.027045,0.313536,0.680851,A
6756,0.117948,0.321153,-3.210528,0.642753,0.351096,1.892833,0.52218,0.257331,0.219991,1.505409,A
10306,0.192011,-0.251983,0.33165,0.296423,0.261718,-0.224934,0.257927,0.391026,-0.091823,-0.222609,A
9494,-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,1.934358,-0.232828,-1.048102,-1.214356,2.101523,A
4055,0.019197,-0.087108,0.384996,0.794958,0.261718,0.107265,-0.006326,0.271834,0.500624,0.223816,A
1268,-0.178304,-0.189174,0.264078,-0.640492,0.17234,1.35301,-0.044076,-0.141112,0.375899,1.401795,A
6007,0.080916,0.164129,0.19295,0.819007,0.261718,0.564038,0.673182,0.445894,-0.278912,0.247372,A
2367,0.130292,-0.071406,0.214288,0.915742,0.261718,0.06574,0.220177,0.849734,0.282354,0.051669,A
4499,0.142636,-1.916434,-0.023991,-0.504341,0.261718,-0.349509,0.408929,0.962926,0.126447,-0.412429,A
6265,0.216699,-0.424709,0.306755,-0.043283,0.261718,0.439463,0.295677,-0.183573,0.18881,0.335917,A
7362,-0.00549,0.478177,0.029355,-0.247644,0.17234,1.186911,-0.044076,-1.162207,-0.154186,1.247767,A
7678,0.303106,-0.134216,-0.002652,-0.624558,0.261718,1.602159,1.352689,-0.639641,0.500624,0.746635,A
9936,0.006853,-0.055704,0.335206,1.778897,0.261718,1.394535,0.144676,-0.198756,-0.029461,1.306319,A
8211,0.377169,0.164129,0.139604,-0.241825,0.17234,-0.640182,0.220177,-0.270322,0.500624,-0.567374,A
9010,0.15498,-0.040001,0.363657,1.200934,0.261718,-0.058835,0.295677,1.395715,0.500624,-0.092595,A
4415,0.25373,0.219088,0.14316,0.720541,0.261718,-0.598658,-0.119577,0.759375,0.469443,-0.363835,A
1834,-2.215039,-0.173471,3.941399,-1.56941,-2.509005,-2.75795,0.333428,0.699439,-2.33689,-2.53371,A
2971,0.117948,-0.291239,0.306755,0.255993,0.17234,-0.224934,0.295677,0.226344,-0.029461,-0.244092,A
8297,0.031541,-0.118513,0.374326,-0.066706,0.261718,0.730137,0.55993,-0.256148,0.219991,0.460447,A
3488,0.167323,0.117022,0.047137,-0.174809,0.261718,0.397939,0.106925,-1.060703,-0.466001,0.426728,A
9608,0.426544,7.293004,0.19295,-1.533156,-0.989576,-1.055431,-0.044076,-0.28399,-0.278912,-0.824908,A
997,0.117948,-0.29909,0.473906,-0.204438,0.082961,-1.013906,0.182426,0.689149,0.718895,-0.894442,A
9976,0.241386,0.23479,0.121822,1.037988,0.261718,1.228436,0.408929,0.187358,-0.621908,0.981987,A
3168,-3.498799,0.203385,0.95402,-2.222565,-4.922215,-1.678304,-2.950858,-2.071664,-2.430434,-2.808061,A
10403,0.043885,-0.079257,0.061363,0.565085,0.261718,1.145386,0.408929,-0.197785,-0.216549,0.914816,A
4677,0.117948,0.23479,0.050694,0.220456,0.261718,0.14879,0.106925,-0.659542,-1.058449,0.185939,A
4722,0.192011,-0.259834,0.402778,-0.06593,0.261718,-0.10036,0.144676,-0.720487,-0.185368,-0.045917,A
957,0.080916,0.10132,0.10404,0.14049,0.261718,0.356414,-0.006326,-0.087526,-0.091823,0.468861,A
8231,-2.215039,-0.173471,3.941399,-1.56941,-2.509005,-3.007099,-0.044076,1.81035,-1.71326,-2.631092,A
10402,-0.042522,0.187683,0.224957,0.290963,0.261718,-0.10036,0.371178,0.127345,0.001721,-0.176498,A
8300,0.09326,-0.055704,0.068476,0.305076,0.261718,0.439463,0.144676,0.226829,0.999528,0.441604,A
950,-0.079554,0.187683,-0.070224,0.211236,0.261718,0.107265,-0.006326,-0.279602,-0.060642,0.223816,A
1162,0.006853,0.164129,0.125378,0.58451,0.261718,-1.678304,-0.081827,-3.550108,-3.740056,-1.377949,A
9513,0.031541,-0.346197,-0.009765,1.029902,0.082961,-0.058835,-0.459331,0.905281,0.594169,0.356543,A
8473,0.229043,-0.354049,0.182281,0.210878,0.261718,-0.307984,0.597681,-1.658504,-1.619716,-0.473898,A
8938,0.179667,-0.212727,0.132491,-1.306507,0.261718,0.979286,0.673182,0.192464,0.313536,0.611521,A
6389,0.056229,-0.087108,0.089814,1.312409,0.082961,4.052125,0.861934,-1.531702,-2.399252,3.235333,A
1996,0.179667,-0.212727,0.132491,-1.306507,0.261718,1.103861,0.597681,0.111716,0.469443,0.762705,A
6224,0.130292,-0.024299,0.246296,0.121006,0.082961,0.356414,0.069175,0.066264,-0.310094,0.411599,A
6497,-0.104241,-0.079257,0.011573,0.220903,0.261718,0.314889,0.371178,0.180057,0.375899,0.202141,A
9748,-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.764757,-0.081827,-0.022484,0.219991,-0.538153,A
8915,0.15498,0.595945,0.036468,-0.126143,0.261718,-0.598658,0.031425,-0.559572,-0.746634,-0.438348,A
1597,0.068573,-0.204876,0.424116,1.412158,0.261718,0.979286,0.52218,0.556503,0.594169,0.696848,A
6813,0.117948,0.321153,-3.210528,0.642753,0.351096,0.273364,0.031425,1.30553,-0.060642,0.355434,A
7683,0.389513,0.376111,0.018686,-0.690978,0.082961,-0.764757,0.295677,-0.238325,-0.684271,-0.725393,A
8529,0.587014,0.399665,0.064919,0.116828,-1.615223,1.062336,0.069175,0.58782,0.064084,1.050521,A
8635,-0.042522,0.540986,0.253409,-0.836378,0.261718,-0.058835,0.182426,-0.280379,-0.216549,-0.038527,A
6712,0.019197,-0.087108,0.384996,0.794958,0.261718,0.564038,0.446679,0.608575,0.438262,0.379086,A
10104,0.056229,0.124874,0.136047,0.14974,0.17234,-0.141884,0.031425,0.334954,-0.216549,0.01771,A
3752,0.15498,-0.251983,0.125378,-0.576698,-0.900198,-0.557133,-2.686605,-0.63768,-1.619716,-0.587759,A
1649,0.068573,-1.16272,-3.210528,-0.829367,0.261718,1.560634,0.937434,-1.648388,-1.401445,0.950126,A
4373,0.142636,0.486028,0.025799,0.545422,0.17234,1.768258,-0.081827,-0.730661,-0.154186,1.804039,A
6678,-0.054866,0.313302,0.05425,0.218427,0.261718,-0.307984,0.106925,0.874857,0.344717,-0.211386,A
8389,0.179667,-0.291239,0.228514,1.550427,0.17234,-0.972381,0.295677,-3.119358,-3.365878,-0.915008,A
5122,0.266074,0.164129,0.118265,0.320234,0.261718,-0.474083,0.52218,-2.054461,-1.151994,-0.580526,A
7201,-0.091897,-0.220579,0.274747,0.567174,-0.185173,1.519109,0.673182,-0.099582,-0.154186,1.080346,A
2912,0.327793,0.336855,-0.020434,1.086893,0.261718,0.605563,0.484429,1.154207,0.313536,0.389586,A
5339,-3.498799,0.195534,0.221401,-0.256595,-4.922215,0.024215,0.182426,1.217539,-2.274526,0.043194,A
5220,0.031541,0.36826,-0.027547,0.237135,0.17234,0.06574,0.295677,-0.511169,0.095265,0.020519,A
527,0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.349509,0.295677,-0.133656,-0.278912,-0.369489,A
4573,0.364825,0.289748,0.235627,-0.32379,0.17234,0.14879,-0.119577,-0.07642,0.064084,0.32426,A
7272,0.09326,0.329004,0.271191,-0.813522,0.17234,1.768258,0.635431,-0.952016,-0.559546,1.332069,A
5331,0.031541,0.007106,-0.315616,2.791392,-0.542686,3.221628,-0.685833,1.332848,-0.996086,3.668739,A
5542,0.438888,0.289748,0.14316,-0.282494,0.261718,-0.474083,0.597681,-0.21825,0.531806,-0.615245,A
7900,-0.240024,-0.424709,0.089814,1.094532,0.261718,0.854712,0.144676,1.10561,0.656532,0.837422,A
6479,-0.252367,0.093469,0.239183,-0.021441,0.17234,2.100457,0.937434,-1.017582,-0.746634,1.412754,A
4493,0.192011,-0.259834,0.402778,-0.06593,0.261718,-0.474083,0.257927,-0.106417,-0.154186,-0.45109,A
1835,1.772024,0.014957,0.335206,-0.08619,-2.687761,0.522513,0.748682,-0.168274,0.18881,0.17087,A
2758,5.759087,-0.236281,0.377883,-2.104317,-1.79398,-0.474083,0.144676,0.814184,0.064084,-0.389392,A
2967,-0.264711,-0.275537,0.384996,1.343918,0.261718,0.397939,0.031425,1.018299,-0.185368,0.469042,A
5389,0.500607,-0.220579,-0.03466,0.497323,0.17234,-0.307984,0.710932,0.532253,0.313536,-0.531305,A
2377,-0.128929,0.022808,0.19295,0.837775,0.261718,0.688613,-0.044076,0.103231,-0.060642,0.779835,A
1115,-3.498799,0.438921,-0.052442,-5.440122,-0.453307,0.06574,0.52218,-0.45438,0.126447,-0.09204,A
8049,-3.498799,0.43107,0.466793,0.713201,-4.922215,-0.474083,-0.157328,1.782237,-2.118619,-0.220873,A
510,0.377169,0.179832,0.064919,-1.533962,0.261718,0.14879,-0.119577,0.50544,-0.091823,0.331034,A
1585,0.241386,-0.322644,0.310311,0.49055,0.261718,0.273364,-0.195078,0.855966,0.095265,0.517443,A
752,-0.079554,0.187683,-0.070224,0.211236,0.261718,0.771662,0.220177,-0.149616,-0.403638,0.69551,A
7867,-0.264711,-0.275537,0.107596,0.827362,0.261718,-0.224934,0.597681,1.054314,0.40708,-0.40123,A
6156,0.364825,-0.149918,0.107596,-1.108143,0.17234,0.688613,0.748682,0.437681,0.874802,0.312832,A
3891,-0.030178,0.014957,0.264078,0.374062,0.261718,-0.01731,0.371178,-0.419839,-0.559546,-0.096898,A
5113,0.229043,0.124874,0.182281,0.686496,0.261718,-0.10036,0.371178,0.771218,-0.216549,-0.174039,A
3533,0.229043,-0.000745,0.171611,-0.002793,0.261718,-0.391033,0.257927,0.427429,0.032902,-0.371176,A
4513,0.327793,0.179832,0.157386,-0.508846,0.17234,-2.135077,-2.762106,-0.843697,2.184424,-3.070031,A
839,-0.178304,-0.189174,0.264078,-0.640492,0.17234,2.225032,0.144676,-0.281097,0.18881,2.061741,A
8753,0.340137,0.399665,0.207175,-0.724993,0.261718,-0.806282,0.069175,-0.566115,0.064084,-0.649373,A
2787,0.31545,-0.236281,0.37077,0.812174,0.261718,-0.183409,0.408929,1.26734,0.531806,-0.271264,A
7412,0.068573,-0.197025,0.032912,0.615571,0.082961,0.647088,0.408929,0.131286,0.032902,0.459458,A
5031,-0.00549,-0.283388,0.214288,-2.421913,0.17234,0.522513,-1.214339,0.922969,0.874802,1.43062,A
6992,0.09326,0.10132,0.313868,0.756586,0.351096,0.14879,0.295677,1.054373,0.469443,0.094187,A
1870,0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.141884,0.52218,-0.44339,-0.341275,-0.285091,A
6675,-0.116585,0.069915,0.068476,-0.783147,0.261718,0.896237,0.484429,-0.78182,-0.777816,0.647554,A
740,0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.307984,-0.119577,-0.139151,-0.123005,-0.084023,A
294,0.117948,-0.008597,0.623275,-0.855684,0.17234,0.688613,1.012935,0.829561,-0.372457,0.162648,A
321,-3.498799,0.054213,-2.083148,-2.448349,-4.922215,-3.588447,-9.670432,-3.838349,-3.085245,-5.714734,A
150,0.179667,-0.212727,0.132491,-1.306507,0.261718,0.024215,-0.081827,0.651755,0.438262,0.18483,A
8598,0.09326,-0.385453,0.352988,0.546705,0.261718,-0.266459,-0.006326,0.780673,0.282354,-0.123854,A
2784,-2.807544,0.462474,-3.210528,-2.333503,-3.849677,-3.339298,-3.252862,0.329906,-1.588534,-3.809409,A
8671,0.043885,-0.157769,0.328093,0.552225,0.261718,1.020811,0.069175,-0.207765,-0.310094,1.01673,A
7090,-0.042522,0.540986,0.253409,-0.836378,0.261718,0.480988,0.408929,0.031666,-0.278912,0.321053,A
3289,0.25373,0.219088,0.14316,0.720541,0.261718,-0.058835,0.333428,0.45665,-0.497183,-0.059033,A
5332,0.056229,-0.730905,0.441898,0.183695,0.261718,4.259749,0.144676,-1.947269,-1.93153,3.90426,A
8265,0.204355,-0.275537,0.360101,-0.278884,0.261718,-1.096956,0.069175,0.361009,0.157628,-0.915586,A
1082,0.130292,0.077766,0.299642,-0.693335,0.261718,0.06574,0.446679,0.642941,0.095265,-0.059334,A
1425,0.364825,-0.149918,0.107596,-1.108143,0.17234,-0.266459,0.484429,0.521264,0.313536,-0.377012,A
9613,0.229043,-1.044953,0.349432,0.84243,0.261718,0.273364,0.333428,1.420683,0.313536,0.184155,A
9378,0.068573,0.148427,0.111153,0.179577,0.261718,0.024215,0.106925,0.024094,0.001721,0.072657,A
5974,-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,1.020811,0.55993,-0.692451,0.219991,0.724538,A
1951,-0.116585,0.203385,5.49199,1.852806,-1.436467,1.809783,0.069175,0.087835,-0.154186,1.752311,A
594,0.105604,0.556689,-0.031104,0.619301,0.17234,0.107265,0.220177,0.540971,0.032902,0.080372,A
9860,0.080916,0.650903,-0.023991,0.472826,0.261718,0.937762,0.635431,0.219335,0.157628,0.621189,A
222,-3.498799,0.391814,0.374326,-5.440122,0.261718,0.522513,1.503691,-1.879238,-0.746634,-0.217679,A
5428,-0.00549,0.305451,0.018686,-0.04009,0.261718,0.688613,0.899684,-0.821117,0.001721,0.230109,A
69,0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.480988,0.333428,0.893788,0.531806,0.373456,A
2761,0.056229,0.43107,-3.210528,-1.133148,0.261718,-1.013906,0.069175,-0.075643,0.157628,-0.843075,A
8158,-3.498799,0.611647,0.064919,0.455102,-4.922215,-0.432558,0.635431,0.823173,-2.149801,-0.603117,A
7023,0.006853,-0.181323,0.388552,0.301377,-0.095795,0.14879,0.220177,0.403607,0.500624,0.118912,A
3809,-0.030178,0.438921,-0.045329,0.766462,0.17234,0.107265,0.220177,-1.306813,-1.370264,0.117466,A
5403,-0.06721,-0.149918,0.32098,0.118589,0.261718,-0.01731,-0.006326,-0.002136,0.157628,0.118033,A
1330,0.142636,-0.330495,0.299642,0.418282,0.17234,-0.141884,0.295677,0.456048,0.095265,-0.16225,A
5114,0.068573,0.533135,0.488131,0.255665,-0.632064,-1.013906,1.163937,0.324722,-3.646511,-1.322266,A
6818,0.327793,0.179832,0.157386,-0.508846,0.17234,0.397939,0.106925,0.089426,-0.091823,0.429802,A
7263,-0.030178,0.093469,0.235627,1.206186,0.261718,1.35301,0.295677,0.130742,0.251173,1.168601,A
4602,0.377169,0.164129,0.139604,-0.241825,0.17234,0.107265,-0.006326,-1.11959,-0.372457,0.223816,A
4131,-0.079554,0.187683,-0.070224,0.211236,0.261718,0.190314,0.333428,0.140683,-0.123005,0.108509,A
10337,0.389513,0.556689,0.431229,-1.955514,0.082961,0.06574,0.031425,1.19263,0.594169,0.158007,A
1113,0.229043,-0.354049,0.182281,0.210878,0.261718,-0.432558,0.371178,0.558018,-0.154186,-0.460349,A
8259,0.019197,-0.605286,0.502357,0.181368,0.17234,-0.183409,0.220177,0.352078,0.18881,-0.162804,A
4809,-0.00549,-0.220579,-3.210528,1.071885,0.261718,1.311485,0.371178,0.063177,-0.154186,1.080152,A
10116,0.142636,0.486028,0.025799,0.545422,0.17234,1.186911,1.352689,-3.329665,-2.492797,0.404161,A
906,0.179667,-0.173471,0.121822,-1.139205,0.17234,-0.557133,0.220177,-0.887926,-0.65309,-0.498937,A
1527,0.130292,-0.456114,0.292529,0.202672,0.261718,0.480988,0.257927,-0.883247,-0.497183,0.409128,A
100,0.401857,-0.29909,0.328093,0.432395,-1.257711,0.273364,0.333428,0.692139,-0.185368,0.190713,A
9115,0.130292,-0.275537,0.274747,-0.574878,0.261718,0.813187,0.408929,-0.326626,-0.372457,0.63099,A
1087,0.327793,-0.142067,0.481018,-2.171392,0.261718,-0.391033,0.710932,-0.874316,-1.120812,-0.598259,A
4157,0.587014,0.399665,0.064919,0.116828,-1.615223,0.522513,0.106925,0.614478,-0.590727,0.540312,A
8312,-0.042522,0.540986,0.253409,-0.836378,0.261718,0.605563,0.106925,0.001494,0.562987,0.608845,A
2120,0.068573,-0.652394,0.395665,1.220985,0.261718,0.231839,0.031425,1.046024,0.781258,0.315929,A
5683,0.303106,-0.03215,0.367214,-0.350585,0.17234,0.564038,-0.006326,-0.590501,-0.65309,0.651315,A
1689,0.105604,0.556689,-0.031104,0.619301,0.17234,-0.01731,0.144676,-0.580444,0.095265,0.026437,A
3234,0.105604,-0.09496,0.324537,0.557118,0.17234,2.266557,3.466712,-1.645709,-1.650897,0.580299,A
7415,0.105604,0.203385,-0.023991,0.995678,0.261718,0.06574,0.257927,-0.831175,-1.588534,0.038565,A
7096,0.080916,-0.244132,0.45968,0.426726,0.261718,-0.598658,0.220177,-1.327801,-1.120812,-0.542637,A
8806,0.130292,-0.275537,0.274747,-0.574878,0.261718,-0.598658,0.597681,-1.04851,-0.497183,-0.726767,A
1541,0.043885,-0.079257,0.061363,0.565085,0.261718,0.522513,0.52218,0.605313,0.18881,0.306599,A
9340,-3.498799,-0.16562,0.811764,-1.809159,-4.922215,-0.972381,0.031425,-1.106931,-2.118619,-0.790056,A
3808,0.216699,0.2976,0.249852,-0.041313,0.261718,-0.557133,0.257927,-0.433411,-0.684271,-0.527122,A
8667,1.142487,0.062064,0.125378,1.05983,0.261718,0.190314,0.975185,1.021289,-0.466001,-0.232483,A
3617,0.130292,-1.649494,-3.210528,-2.636061,-2.419627,0.688613,0.55993,1.707468,0.375899,0.421086,A
4485,0.006853,-0.668096,0.477462,1.62168,0.17234,1.768258,0.371178,0.570074,-0.715453,1.497875,A
10061,-3.498799,-0.236281,0.256965,-0.3018,-4.922215,-0.723232,0.673182,0.126296,-0.029461,-0.871176,A
4056,0.15498,0.595945,0.036468,-0.126143,0.261718,0.06574,0.144676,0.037587,0.064084,0.107086,A
8655,0.327793,0.179832,0.157386,-0.508846,0.17234,-2.467276,0.295677,-1.838116,0.219991,-2.257696,A
3011,0.290762,-0.267686,0.324537,-0.396177,-1.078955,-0.598658,0.106925,0.233935,0.500624,-0.476346,A
10278,0.587014,0.399665,0.064919,0.116828,-1.615223,1.643684,0.257927,-0.559592,-0.466001,1.473451,A
6112,-0.00549,0.478177,0.029355,-0.247644,0.17234,0.813187,-0.006326,-0.976654,0.157628,0.882014,A
2124,0.080916,0.10132,0.10404,0.14049,0.261718,0.314889,0.748682,0.131364,-0.060642,-0.004062,A
8674,0.229043,0.572391,0.050694,-0.980138,-0.274551,-2.716425,0.484429,1.352301,-2.056256,-2.540992,A
963,0.142636,-0.142067,0.246296,0.789259,-1.347089,0.771662,0.220177,0.433797,-0.154186,0.696124,A
7454,0.031541,-0.346197,-0.009765,1.029902,0.082961,0.979286,0.220177,0.058207,0.375899,0.891031,A
2098,0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.024215,0.408929,-1.360283,-0.840179,-0.087291,A
9998,-0.314087,-0.236281,0.029355,0.460861,0.261718,0.522513,0.295677,-1.059752,-0.310094,0.424462,A
5195,0.031541,-0.09496,-0.031104,0.803253,0.261718,0.896237,0.257927,0.177476,-0.185368,0.783849,A
7144,0.266074,-0.16562,0.32098,0.483299,0.17234,0.107265,0.333428,0.821329,0.219991,0.031392,A
4835,0.303106,-0.134216,-0.002652,-0.624558,0.261718,1.228436,0.371178,-1.030648,-0.029461,1.020901,A
1446,0.15498,-0.16562,-3.210528,-1.32068,-0.185173,-0.723232,-2.762106,-0.431528,-0.310094,-2.146512,A
5665,0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.266459,0.673182,0.493325,0.126447,-0.475188,A
6740,0.31545,-0.047852,0.14316,-0.574788,0.261718,-0.141884,0.748682,0.151032,0.251173,-0.404726,A
6198,0.130292,-0.126364,0.271191,0.816262,0.261718,0.06574,0.182426,0.924872,0.001721,0.092644,A
6580,0.15498,0.595945,0.036468,-0.126143,0.261718,0.06574,0.484429,0.606478,0.032902,-0.069617,A
7400,0.117948,-0.008597,0.623275,-0.855684,0.17234,0.647088,0.257927,-0.702178,-1.307901,0.620864,A
4903,0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.349509,0.144676,-0.211997,-0.715453,-0.280715,A
2066,0.142636,-0.330495,0.299642,0.418282,0.17234,-0.391033,0.031425,0.481171,0.064084,-0.250698,A
3047,0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.01731,0.220177,0.170952,0.157628,-0.019239,A
1010,0.25373,0.219088,0.14316,0.720541,0.261718,-0.557133,0.031425,0.561396,-0.466001,-0.400218,A
10183,0.142636,0.470326,-2.958023,-0.379737,0.261718,-0.307984,1.201687,-0.257818,-0.310094,-0.76104,A
10400,0.142636,0.486028,0.100483,-0.448543,0.17234,1.519109,0.597681,-0.779685,-1.276719,1.12302,A
2551,0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.231839,0.182426,-0.474455,-0.403638,0.227589,A
5425,0.266074,0.580242,0.114709,-0.165469,0.261718,0.107265,0.069175,0.083971,0.064084,0.190436,A
7433,0.019197,-0.424709,0.33165,0.137655,-0.006417,-0.764757,0.144676,0.692197,0.219991,-0.654086,A
4615,0.031541,-0.118513,0.374326,-0.066706,0.261718,-0.141884,0.220177,-0.432906,-0.154186,-0.127904,A
2907,0.09326,0.10132,0.313868,0.756586,0.351096,0.480988,0.710932,0.662103,-0.123005,0.15163,A
8381,-0.054866,0.580242,0.032912,-0.016668,0.261718,0.356414,0.069175,-0.427606,0.157628,0.403968,A
106,0.031541,-2.426761,0.37077,0.77977,0.17234,0.937762,0.408929,-0.501889,-0.123005,0.734327,A
7784,-0.128929,0.383963,0.23207,1.248675,0.261718,0.14879,0.408929,0.917008,0.313536,0.06904,A
5819,0.130292,-0.314793,0.417003,1.051058,0.082961,1.311485,0.333428,-0.093311,-0.154186,1.117162,A
2,-0.116585,0.069915,0.068476,-0.783147,0.261718,0.439463,-0.081827,-0.888236,-0.123005,0.582939,A
